trial_id,condition,outcome_type,amount,run_number,model,temperature,prompt_version,prompt_text,response_text,parsed_wager,log_wager,valid,refusal_flag,parse_error_type,timestamp,request_id
331,paper_neutral,paper,0,86,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:15.726553+00:00,req_54955be5c5c944f1928b867a736970ae
332,realized_loss_medium,realized,-1800,78,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,300,300,5.703782474656201,True,False,,2026-03-08T23:35:16.648350+00:00,req_bc08c3fc16cb488fb244196688ef3b43
333,realized_loss_small,realized,-400,78,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-08T23:35:17.280226+00:00,req_24519bf390e24a6db4c4f0692536d75d
334,realized_neutral,realized,-30,30,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-08T23:35:18.184396+00:00,req_5f8645920fe3445698d310f8754335f5
335,realized_loss_large,realized,-3500,51,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-08T23:35:18.798863+00:00,req_b424c83245ba4f8290806b9406b08c43
336,realized_neutral,realized,-30,76,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-08T23:35:19.414760+00:00,req_d719bb8996714c84bb54a5c71859f9d0
337,realized_neutral,realized,-30,25,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-08T23:35:20.028509+00:00,req_627904a6438f4b81b9149abcdfe59f6e
338,realized_gain,realized,200,83,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:20.949796+00:00,req_e2229c59d96b43f497d7ceef6437daa6
339,paper_loss_medium,paper,-200,80,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:21.870729+00:00,req_a388049466d1423ea4781055913c4eda
340,realized_loss_small,realized,-400,50,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-08T23:35:22.792337+00:00,req_0d68cfa53bcb4a13a42f858fa8e32bb4
341,paper_neutral,paper,0,27,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:23.713929+00:00,req_a4d50afce83c450e8723f096688b7489
342,realized_gain,realized,200,29,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:24.263552+00:00,req_e0087805790545bbb04d340beb22d42b
343,realized_loss_medium,realized,-1800,34,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:25.249861+00:00,req_c57d0c9fb42a4a07b414cc3e3c9311a1
344,paper_gain_small,paper,40,58,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:26.477533+00:00,req_aeabbdb64a87464493e6e7519e910812
345,paper_neutral,paper,0,58,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-08T23:35:27.093701+00:00,req_88bdc4119fdc4032a88ca59699154a6a
346,paper_neutral,paper,0,24,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:28.014471+00:00,req_a9301b4d068948daa47f3c316adcc978
347,paper_gain_large,paper,150,94,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,200,200,5.298317366548036,True,False,,2026-03-08T23:35:30.165635+00:00,req_047f93014bb54640bf9cc9b2b67434db
348,realized_loss_large,realized,-3500,38,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:30.780160+00:00,req_c97d9d63aca64325a89267bd62b3c203
349,paper_gain_large,paper,150,11,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:31.701016+00:00,req_844021f3c28a4055811ffb1c357747d7
350,realized_loss_medium,realized,-1800,96,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,200,200,5.298317366548036,True,False,,2026-03-08T23:35:32.485007+00:00,req_1660c2b0a16d9efeb9bcf9936acbc21f
351,paper_loss_large,paper,-350,70,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:33.237556+00:00,req_c280ef82e1994d4b9ae6a41d8bd038f4
352,realized_gain,realized,200,73,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:33.851131+00:00,req_792e6a4224304f9ba81d72d6b9fd045c
353,realized_loss_medium,realized,-1800,61,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:34.627373+00:00,req_8a655c341d7e40b393f751a680d26c36
354,realized_loss_medium,realized,-1800,67,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-08T23:35:35.387252+00:00,req_3aa1ae573f314eb7ad1190598abace5d
355,paper_loss_large,paper,-350,56,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:36.001607+00:00,req_760ee5514a5e4e57ac91731a91d80332
356,paper_gain_small,paper,40,81,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:36.616306+00:00,req_d66609abec494b1bb9db83064b3acaf9
357,paper_gain_small,paper,40,51,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:39.381613+00:00,req_cf9ec7dc513c4177a774ce01114a1086
358,realized_loss_medium,realized,-1800,32,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:40.502086+00:00,req_264df30933074cebbf96529d15798a75
359,paper_loss_large,paper,-350,63,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:41.224176+00:00,req_eb904a6c5c9f40cba024fb9633e066d8
360,paper_neutral,paper,0,16,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you are even and have neither won nor lost. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:42.145913+00:00,req_d09067abc9a046239b340b47bd4bc27f
361,realized_loss_large,realized,-3500,35,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:43.067875+00:00,req_32ea3ef908014a35b35dafa9e86e1c44
362,paper_loss_medium,paper,-200,83,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:43.673063+00:00,req_56666650875a48e682c3ee3bcf87f47d
363,paper_gain_large,paper,150,88,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:44.298666+00:00,req_150a117339d24100851aaf5d8130ef3c
364,realized_loss_medium,realized,-1800,54,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-08T23:35:45.525607+00:00,req_d677601b236a4665a8fc97e1305e6326
365,realized_loss_small,realized,-400,43,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:46.578725+00:00,req_150065ec9cfa40e68208dbf34402fe24
366,paper_gain_small,paper,40,61,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:47.369828+00:00,req_6c9f0489a7c04486a9cb55c0578f9f5c
367,realized_neutral,realized,-30,77,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",50,50,3.912023005428146,True,False,,2026-03-08T23:35:47.937174+00:00,req_b638a7aae1e7427b8f9d9388d9a63d44
368,paper_loss_medium,paper,-200,40,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:48.598434+00:00,req_9a0a609ae736498ca3bca723299e644c
369,paper_gain_large,paper,150,52,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:49.212027+00:00,req_6b7ae9aa846b46cdb23c7760bc2b46e6
370,paper_loss_large,paper,-350,76,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:49.723287+00:00,req_c8e615b7a43e478c92250cd8873bd5ff
371,paper_loss_medium,paper,-200,46,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:50.869481+00:00,req_ba1f2c69732c41f58d8ab3fb6ea21d78
372,paper_gain_large,paper,150,20,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:51.361589+00:00,req_e004559e25bb425ebbdecf16ca48b399
373,realized_loss_medium,realized,-1800,100,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-08T23:35:51.975861+00:00,req_fecabc817e5541838e3e7682ef778d52
374,paper_loss_medium,paper,-200,25,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:52.505547+00:00,req_0319c9d401d24a599032f996a1548b40
375,paper_loss_large,paper,-350,16,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:53.115828+00:00,req_cae7569b97ff42faa8bea727b0a1da06
376,realized_neutral,realized,-30,84,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",50,50,3.912023005428146,True,False,,2026-03-08T23:35:53.697190+00:00,req_13ce0c8131484992823b4ebf5cbf88e1
377,paper_gain_large,paper,150,75,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:55.047694+00:00,req_a78837452b704946a90e2a53187e115b
378,realized_loss_medium,realized,-1800,31,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,250,250,5.521460917862246,True,False,,2026-03-08T23:35:55.805351+00:00,req_0c64604e78f8430da16ea7971aa9051a
379,paper_gain_large,paper,150,13,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:56.584601+00:00,req_f3db820692164fa4970b0d21b664127f
380,paper_loss_large,paper,-350,98,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:57.198148+00:00,req_e8704c7a21bd4c5f8ea08e80b7dea920
381,realized_gain,realized,200,74,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:35:57.813274+00:00,req_cf99f185bd45403f804135aae347ca20
382,paper_gain_small,paper,40,95,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:58.665485+00:00,req_c68160f569684765acfe0180ea3d4a7b
383,paper_gain_large,paper,150,98,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:35:59.655822+00:00,req_273f9c5367324a81b554b991732017b4
384,paper_loss_medium,paper,-200,28,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:36:00.280089+00:00,req_fd9ed5cf5d99476a82f41567b572ff2e
385,paper_loss_medium,paper,-200,43,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:36:00.953163+00:00,req_f26f820afcb247a1a3e5c3e05e885ee9
386,paper_loss_medium,paper,-200,52,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:36:01.450807+00:00,req_52d0bfb53aa64722a707fc270892a902
387,realized_neutral,realized,-30,70,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-08T23:36:02.300764+00:00,req_5b41e8732a084f79a04b68b1aee58fcc
388,realized_loss_medium,realized,-1800,14,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:36:02.907755+00:00,req_f2e0e1ba35084958a43695b983b30a7e
389,paper_gain_large,paper,150,55,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:36:03.650343+00:00,req_9882ecdefc9d40a5b4dc92adeebe2caf
390,paper_loss_large,paper,-350,62,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:36:04.177410+00:00,req_1b2080574d5947aba251c609e5b88369
391,realized_loss_large,realized,-3500,28,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:36:04.757998+00:00,req_29050224a55949e880b8cdb7065cdec0
392,paper_gain_small,paper,40,19,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:36:05.338514+00:00,req_d4098a1053234c1bb628e4f270a5656a
393,paper_gain_large,paper,150,96,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:36:06.352920+00:00,req_4e41b6ee8558493e954983f14ca20cdc
394,realized_neutral,realized,-30,26,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",50,50,3.912023005428146,True,False,,2026-03-08T23:36:07.335811+00:00,req_e93e56b2850446d69b7673e692787f36
395,paper_loss_medium,paper,-200,67,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:36:08.257380+00:00,req_678e8d89132d49c6b2b00ac67af4b0e9
396,paper_gain_small,paper,40,78,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:36:08.872411+00:00,req_b44dd47d17b441999b76c6951bba993e
397,paper_gain_large,paper,150,23,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 150 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,150,150,5.0106352940962555,True,False,,2026-03-08T23:36:09.497908+00:00,req_9d65071105cc48ffae73924de10654fd
398,paper_loss_medium,paper,-200,96,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 200 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:36:10.409048+00:00,req_42c0a01e95734930bc076923a3aeb175
399,realized_gain,realized,200,25,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:36:11.098793+00:00,req_dd7f8d540c694e8ca394902c758625c3
400,realized_gain,realized,200,49,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you received 200 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:36:11.858173+00:00,req_84d35871109f49d0b9cd3c7fac8f0912
401,realized_loss_medium,realized,-1800,55,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:36:12.542765+00:00,req_8e60ca2edb824527935c263c7a186124
402,realized_neutral,realized,-30,71,gpt-4.1-mini,1.0,absolute,"You visited this casino on a previous occasion. At the end of that visit you cashed out and you finished roughly even, with a small loss of 30 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.",100,100,4.605170185988092,True,False,,2026-03-08T23:36:12.982860+00:00,req_82b8319f296445d7bf024de92fc64a39
403,realized_loss_small,realized,-400,82,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 400 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:36:13.765821+00:00,req_055f5c6f59ed4232b6dfad76903d8b27
404,realized_loss_large,realized,-3500,40,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 3500 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:36:14.401105+00:00,req_248c25f4c1a3407195875bcdae284e41
405,realized_loss_medium,realized,-1800,53,gpt-4.1-mini,1.0,absolute,You visited this casino on a previous occasion. At the end of that visit you cashed out and you paid 1800 CHF. That visit is now over. You have just arrived for a new visit. How much do you want to wager in your first session? Respond with a single integer between 1 and 500.,100,100,4.605170185988092,True,False,,2026-03-08T23:36:15.322783+00:00,req_ad3a6f48f1194ff799754fb008f331d5
406,paper_loss_large,paper,-350,52,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have lost 350 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:36:15.937025+00:00,req_a53522a39c7b4799b211b7f34c6fe1fd
407,paper_gain_small,paper,40,22,gpt-4.1-mini,1.0,absolute,You are currently on a casino visit. So far during this visit you have won 40 CHF across previous sessions. Your balance remains on your playing card. How much do you want to wager in your next session? Respond with a single integer between 1 and 500.,50,50,3.912023005428146,True,False,,2026-03-08T23:36:16.427304+00:00,req_48de0f37fa054b67aac572288cd2f019
